"Cell1"	"Cell2"	"Cell3"	"Cell4"	"Cell5"	"Cell6"	"Cell7"	"Cell8"	"Cell9"	"Cell10"	"Cell11"	"Cell12"	"Cell13"	"Cell14"	"Cell15"	"Cell16"	"Cell17"	"Cell18"	"Cell19"	"Cell20"	"Cell21"	"Cell22"	"Cell23"	"Cell24"	"Cell25"	"Cell26"	"Cell27"	"Cell28"	"Cell29"	"Cell30"	"Cell31"	"Cell32"	"Cell33"	"Cell34"	"Cell35"	"Cell36"	"Cell37"	"Cell38"	"Cell39"	"Cell40"	"Cell41"	"Cell42"	"Cell43"	"Cell44"	"Cell45"	"Cell46"	"Cell47"	"Cell48"	"Cell49"	"Cell50"	"Cell51"	"Cell52"	"Cell53"	"Cell54"	"Cell55"	"Cell56"	"Cell57"	"Cell58"	"Cell59"	"Cell60"	"Cell61"	"Cell62"	"Cell63"	"Cell64"	"Cell65"	"Cell66"	"Cell67"	"Cell68"	"Cell69"	"Cell70"	"Cell71"	"Cell72"	"Cell73"
"SORBS1"	6.43753332933648	6.10689369943914	10.81927628909	8.82202506074452	5.05364539256991	6.86446853901058	-1.02987342918639	8.11493698092133	6.52530753978383	10.4661422696074	8.46021677745346	0.217653379442677	2.81404043379274	9.4807827846313	2.13301692118326	5.70578831174476	8.00424110405442	2.41552474687831	0.752144352374296	6.89081028867985	12.0083417489359	2.67855761021284	-1.43825252324269	4.50583773760549	6.86764937560775	2.65440229404689	7.56343918827567	5.53793493757827	10.8012109499282	10.3249413591278	-0.985245298845354	0.565014304334647	7.80110631572146	2.60596289628186	6.90861142359861	11.7562714956224	-0.33265881610135	7.28475860585639	6.03336707634686	-0.307624042644838	12.3541103833475	6.94126813502854	2.16061215320287	-3.24556412385025	8.27720246255007	12.3541103833475	5.47329217431999	2.62053548149587	1.77887677615604	7.09900583152035	6.69814342627236	6.89750019629573	7.38951120618954	4.20839847929323	7.93362840329988	6.61862729623399	8.15077167304759	4.29244468284704	4.04953989970148	10.835697233289	5.02866200125162	8.77223039343428	0.0815762447436645	8.38410702741071	2.20710369621138	-3.15476197832059	4.55155919639799	6.905837535522	4.91974704286084	9.36551142362658	8.64232190634367	3.73731649292505	2.58851979015698
"ITM2B"	8.84837556620394	10.1761734998743	12.2037844990713	10.4449705215979	8.64632964182908	7.75121843143023	11.7562714956224	6.78044270706597	11.7758543314985	8.22487222336181	4.8486080691524	9.38972281356369	10.2796990740857	9.87955298122902	10.3417097499938	10.0384641904813	10.8012109499282	12.3541103833475	11.3262420280064	10.1709771951203	7.6709314489007	11.562082566111	6.33903770551414	9.59259531714294	9.71088028673644	9.92091692010011	10.7532319941391	10.6669227314266	10.6669227314266	8.59569736660737	9.69165680566965	9.58045209886052	9.45243050705344	10.4376143287219	7.84748315690778	9.19620744445597	4.05970444872271	4.83901994949429	9.49897266795905	8.84837556620394	10.81927628909	7.59929978575306	11.4912772448172	10.2277408011849	9.02645679003344	9.2250146484114	9.99690494577631	8.61261264505005	10.6444714086043	11.0635774835657	9.5525106724689	10.1866658239148	9.3768122758104	10.5997541941558	8.3746052965792	10.0246891174278	8.91209182458625	4.62993670926843	10.3590556657648	9.41305927509428	9.61745588120108	11.7091881364968	10.9567367579518	8.86293795801524	9.22937979404981	10.4317880571585	9.05071973159612	11.2510776144684	10.2859744122827	9.49522973754108	9.79099509372645	11.73293258342	10.2564438768134
"LUC7L3"	9.47261137580333	9.35593847719571	9.30597478340995	10.7202937860811	3.04497553640866	10.8629664137457	10.0384641904813	9.2250146484114	3.20121373202603	4.66225791844887	5.0357758075355	8.79473597640331	3.67012814414427	8.23415630728758	9.21254905434657	7.28963629863755	5.61853544095131	6.37919346003487	5.76833816237666	9.51501886433251	10.2165656077766	3.87770032588569	10.4376143287219	9.42649350699583	9.40968521407794	7.45384721022905	8.80397234329701	8.90268294923036	7.13555978733327	3.58947455598557	6.12140323966808	4.79867776814676	9.05924075291761	10.0780185343987	9.76374860694513	7.03967366463642	11.4144106094131	9.93017819422378	9.60779191686005	10.4263325458313	7.26095649234879	8.36467381610449	1.75989462212731	11.5255870959041	10.7532319941391	3.6038435633132	10.7053699983284	11.4600682387969	10.4589300023475	6.44251635382339	8.46458977585271	10.1333168144287	5.77558508685355	8.85220204787163	10.606991620568	6.15189100089751	-0.971413513489158	-0.922233501238949	9.32409042314866	7.03076198120859	9.08387865798987	6.27769260305728	10.2445116399862	9.12444486062524	9.46068958418847	6.527894622032	9.50715785989473	8.69735987622115	10.81927628909	11.611260744716	8.53822583586925	10.3531517883183	9.74419972634512
"EIF1"	9.64858426163286	8.44470463801014	6.98901828858149	8.79034740221264	9.58045209886052	9.82006433849319	5.99028895669734	9.55591761394836	5.60512100520515	8.65590503591415	10.2954635449909	8.88747355421077	9.45243050705344	8.32455885646208	8.62327786934234	9.23444536239276	8.58483378226815	9.97295644389214	6.87716109873991	8.70224459614917	8.53217952005272	9.33481502989303	8.03448330904508	9.93017819422378	7.79331140300481	11.3514058130742	9.26798560088766	8.29838762051064	7.01544176695985	7.25417769858907	10.020002861706	8.2384159430975	9.47261137580333	7.41841715380195	9.89658986644826	7.70852307002712	6.14216067724962	8.79473597640331	10.0483450377296	8.00074726280944	6.68916203535392	11.4758216249218	9.58045209886052	8.96391009199458	7.28963629863755	8.74692829182153	6.40495519528535	9.51872264254358	8.40423368822567	9.9495344143211	8.21516305686637	8.80397234329701	6.38427868252659	9.38581155432978	9.41305927509428	7.78258811846436	7.73616913216757	6.74209894899278	7.90431867141959	9.49036361951589	9.42241277397863	10.3894874469903	9.64858426163286	9.16496321995683	8.44219062323596	7.76225543108207	9.09152459990681	8.93244971576771	8.67284719742372	10.690158831963	9.30394620923627	9.97786921928511	9.23444536239276
"MAP2K1"	7.78258811846436	7.13555978733327	8.28562469808113	10.9657393523055	8.99455747742911	5.0965410433833	11.9816469888508	9.98245632462453	11.1228193691891	12.2360047283973	11.8732761344163	11.0975147166879	9.58485133193095	1.80949926692801	9.20836418528727	6.64236414385179	10.1612809234574	8.03448330904508	6.70751779681325	3.35084071843834	5.86756177767584	7.32013384745544	5.33206141822467	5.43199482037679	4.20329785414865	8.68720114355551	7.83463688533566	5.12623638318587	10.5407820575184	4.92464183803334	10.0483450377296	8.73285633173686	9.42649350699583	4.80878695659135	10.3142526010897	9.67453772062006	10.0338942834449	6.10305370874581	2.85289294217235	11.6266680337892	11.3971749037123	6.36160441063183	6.38924017916893	3.12790454373357	8.91803111294206	7.13820386013963	4.82586827514224	5.60512100520515	9.46426193545854	3.71512287459775	8.69071921479622	9.1330521057842	10.2391850080972	10.4589300023475	4.25645198006944	7.89889300305954	7.07502495519562	8.41726675116275	8.37216307969546	1.15994151515207	10.1921339191891	9.88952673741902	9.67878181128385	3.04751068632915	9.81306347224166	9.72414997525423	10.212868224386	8.64632964182908	2.81404043379274	3.07993492224965	7.56945153376778	10.2564438768134	6.41320076378278
"SPR"	6.40651169923545	3.04244038648817	8.18787244577654	7.06908865046937	3.55520057896721	7.93585745274599	5.13604852604635	2.4080047450282	0.125193139516181	6.88138929232118	1.17586012392279	6.76588508724873	6.28959730849847	-4.08134345469125	-3.51518875846807	2.71740682576547	-3.08182971790705	2.81078548619096	1.98910461738767	-1.10186023925338	-0.125547584560866	-2.90281580811171	3.55520057896721	8.44721865278432	1.83393447251254	-2.35875518966778	-0.130430315730203	-1.05220309763321	7.19169015297609	9.71088028673644	2.35867624048567	6.35095442699465	-3.77022799489177	7.36729864655231	2.88850508541206	6.9942099830414	11.6266680337892	6.04200704501234	-3.01748760143909	3.66003808137825	9.56416982472511	5.24791515379782	4.3509420033276	-3.24556412385025	1.16384048198254	7.28136153077257	-1.21704623143761	0.717843057587041	2.50928419941319	5.12623638318587	4.0659976605828	-4.18663425700757	9.71462976467019	1.87047754193023	-4.26817405501937	8.23000187754991	8.22743705045586	3.97595354340114	2.38729712018607	9.44304975951384	6.82929627458926	-2.65104702474832	6.06107245252039	4.54480622020062	9.70656883345213	6.3983172333217	3.24909445743012	7.67882964614745	5.22189574031766	-3.4808334738882	3.25479520236402	-3.15824200406801	7.32013384745544
"EIF3F"	5.80440988723627	6.92814727910099	10.1814764252259	9.32595941807007	10.1761734998743	9.59259531714294	8.66327762955082	4.24218797711075	6.64491153319294	9.76374860694513	10.6295752908661	8.82202506074452	9.02645679003344	5.06379310861826	6.72542516423325	6.01960223990732	5.50305163431951	10.2277408011849	6.93663653358283	8.58831079118374	7.62987891531255	4.77100206400673	10.6377594295353	8.22487222336181	6.82606471679037	7.81163549741799	5.39547006812018	3.18885545554394	8.88563027762354	9.2250146484114	6.5740030364346	5.56841238559079	6.11401764344689	7.12567123833743	8.86914968362159	5.82495793956397	7.74683437191199	8.86721455538174	7.76225543108207	10.1263739272271	9.95459098076272	11.1780456081173	8.33979498428114	2.46904107275487	8.10082212506334	8.33285006687088	7.38951120618954	6.65371461262634	6.1117610970036	8.11493698092133	3.50915390423779	7.08857332502058	8.74277378636068	8.84375695836713	9.19620744445597	8.75510499794012	8.91209182458625	10.7448709666003	5.70255308094843	6.33903770551414	6.33277958797719	10.4263325458313	8.33486958880361	8.09094350599178	6.98901828858149	7.52629647431904	6.45330694359217	6.83629172367869	7.36996246615418	9.42241277397863	7.94136695926303	8.77223039343428	8.39441203163201
"SEPT2"	1.13631458500578	10.4661422696074	10.4525314332669	-2.15075709799658	10.4206551359711	9.19253340147925	3.39395693397246	7.96511929814675	0.125193139516181	11.8039598720058	6.01686829430876	10.9849750553419	9.7558409646462	1.61493719424249	2.81736703161242	1.13631458500578	4.09253034857012	-3.11248928843602	-3.01497946628932	-0.5840086127555	10.7532319941391	-2.90281580811171	6.92333359578699	9.93462574412621	10.3590556657648	7.99837033200109	0.41610585762785	-1.94375479709051	9.26305345615011	9.96328213205107	4.76832453270318	10.5407820575184	6.24861056100661	9.97786921928511	4.69139881333497	9.02645679003344	-2.39547315803278	10.7600182761882	3.80420691415001	-3.34871052906309	8.23415630728758	-2.15225619986657	10.9972123952572	-3.24556412385025	4.17795286207821	10.4852971773436	-1.21704623143761	10.2859744122827	11.2510776144684	9.22719722123061	7.13820386013963	5.88324897403413	7.01123932326521	10.682016911933	1.76614373861742	4.62993670926843	9.35593847719571	11.2002225063655	10.7362347153707	1.15994151515207	10.835697233289	4.91538154370039	10.0780185343987	0.105535212001029	0.436462433484475	10.4985024969059	10.810647394088	11.3262420280064	-0.22251912240405	1.63120966942595	1.18423387375296	9.67878181128385	7.06012264184892
"NSG1"	11.3408712985634	-1.43825252324269	-3.51518875846807	5.99992432404481	-0.5840086127555	1.43095764579508	9.47679262525608	6.34755045356039	8.04308609804223	5.03088233898661	8.4820427436895	-3.24147533558598	-1.38761832608626	11.73293258342	9.67453772062006	10.020002861706	10.4005954589085	7.14448357812614	9.51501886433251	7.43070597262061	6.73469300971967	7.43070597262061	9.80338864556476	-3.19636292216603	-0.22251912240405	6.01388280857172	10.9176352251499	8.79473597640331	2.50928419941319	-3.26674612298414	10.2796990740857	-3.43164398777361	10.3825161976679	-3.36022225922591	11.1493520338549	2.10176196082972	10.2500084900198	-3.21365197713198	7.19798731686322	10.020002861706	-3.44266781356818	10.5407820575184	-3.34557781926374	8.33733228654237	10.2220375569875	-2.52545808744516	4.59172210380836	-0.819403933029083	-3.56351393544055	-2.60982033779587	10.1505290018215	9.3019176350626	9.7558409646462	1.1702899654477	-0.0302249686665288	10.2564438768134	-0.971413513489158	-0.922233501238949	-3.82708190832407	6.03894952648299	-3.87063384630624	9.74583222747356	4.94188717517361	9.7558409646462	11.4293891779867	-3.15476197832059	2.94447964363485	4.78425588190365	10.3647678664175	9.94409514386868	10.8012109499282	-0.143945215247203	10.3590556657648
"RNF11"	10.3765720688657	9.90988415380078	8.9252434856293	11.1362381003181	11.3683348975935	6.54119907887397	11.1493520338549	10.6145968779006	6.81875323775336	6.63754758923535	11.0085640461568	9.3768122758104	9.87955298122902	10.3080196540175	10.1333168144287	10.1505290018215	9.95459098076272	12.3934073354773	6.49068737323624	7.41398489637217	6.76588508724873	6.40806820318555	9.44661429246776	5.34821080897916	7.45794757067604	8.69594918990034	8.78671421707632	11.0393396990357	10.2859744122827	3.27515739260782	7.26732628466666	9.40968521407794	5.34359187513247	1.42490681627932	10.0246891174278	10.9176352251499	6.01089732283469	10.4793790862817	2.47191013750931	8.27720246255007	9.22060659960345	4.90155663851191	9.58485133193095	4.83058618800845	9.77709000007236	9.26798560088766	5.73629659353452	9.95459098076272	9.21254905434657	8.1466152230407	9.43456320872144	4.82216444115151	5.75146535021317	7.82314032506754	9.02255004860652	1.78536069720455	8.30589777023188	11.0085640461568	9.21689360111475	6.88514258016153	9.78590173728648	-2.65104702474832	7.75121843143023	9.5525106724689	6.04200704501234	8.91422692591526	10.0483450377296	9.97786921928511	8.45514745037911	10.5926699763136	9.16689814209313	3.946008990074	6.62960040620911
"IMPACT"	7.21879656664084	5.72157023331873	2.22215790032814	10.690158831963	-0.463722081656144	4.52929229525473	11.6442554987305	11.2738197976446	8.99022906854256	-1.62223935932674	11.5085968091954	-3.24147533558598	5.61134523478138	7.85001376401673	9.69690182128203	8.96232612834884	7.99599340119274	10.0938470259228	10.9567367579518	6.05650142511875	10.6444714086043	11.7091881364968	10.3647678664175	-3.19636292216603	3.79512132277395	9.11986293969607	7.47804701358879	6.58904912255729	-0.692041996752203	8.83513615542877	8.10786165773548	7.00130002857636	10.3013846432648	2.92815806764713	4.31188475926083	2.74656318983527	9.98245632462453	0.0094328508543589	8.12951424924061	11.4293891779867	5.53149844064693	10.2954635449909	-3.34557781926374	11.4450472437095	9.49897266795905	11.5085968091954	9.53503189380541	-0.162376713113111	-1.90081697720131	-2.60982033779587	7.83463688533566	9.16689814209313	8.43036131998307	-3.35382335563782	3.53709692255936	10.3894874469903	-0.971413513489158	5.96915843355293	4.37043878405389	11.562082566111	4.83058618800845	10.7532319941391	0.4653250820898	6.55413778736171	10.4728394839599	-3.15476197832059	-2.9327283075887	-1.10953768748205	2.04458608455725	8.2823067934534	10.3894874469903	2.68025359307511	5.3075243640167
"ACTR3"	7.16489108232033	10.9279097395409	9.83229277678134	10.4263325458313	10.9089407216925	12.8438439957786	8.86293795801524	9.16302829782052	3.62627443644961	-1.62223935932674	5.46924604169647	9.95459098076272	9.83557944681886	7.75677120562222	7.5587287389681	5.4773383069435	9.41305927509428	8.77223039343428	7.58643489383067	3.48848886167558	6.89750019629573	6.10689369943914	9.77709000007236	10.1505290018215	7.68149804106795	5.3826712584269	5.00197832239333	9.88489607975366	10.2500084900198	9.32222142822725	8.90659284348483	9.67453772062006	6.86067620497262	9.32595941807007	8.43884991826069	9.98245632462453	6.1117610970036	8.98649278081622	7.80476461708324	10.3080196540175	9.85482271502562	7.08204298994552	10.0938470259228	2.10472606302796	5.93508875007302	6.0442348145588	9.48621063166316	8.33486958880361	10.2682370734896	9.91223517335489	8.59360328692588	7.47314141808804	-0.037518356506743	9.78590173728648	7.08857332502058	5.32600203297027	8.53822583586925	11.562082566111	10.2906848230786	8.92151634259459	9.96328213205107	7.7303452566467	7.82920604576208	6.90028192187056	3.73269592960418	8.55859576278754	9.36936567795424	8.87534521828489	7.14745953945664	6.7765525722344	2.89184767743827	9.53119072970532	8.10082212506334
"SUCLG1"	8.6298146245312	9.71919979122938	8.24073752640706	8.82650496150796	11.2621436349991	6.58594406786751	7.79331140300481	7.83463688533566	9.48828712558953	10.8546473927084	7.49885521934027	8.69453850357954	10.1666391274883	6.45617878906679	10.1098287849372	9.59048286576444	7.74902640167111	9.34801257938995	5.35474322467815	8.8391476993455	10.2445116399862	2.67855761021284	6.22946919619566	8.53822583586925	5.42984280368369	10.2796990740857	8.62537878394901	8.32455885646208	11.5954787373782	9.51501886433251	9.31672240443153	8.02795198704198	7.69499702102323	8.55859576278754	3.79249869849882	11.3971749037123	8.29838762051064	10.1761734998743	6.08093236613605	8.1606129383048	6.60724474400143	7.84268961230766	9.14644660758207	6.16300587967122	8.95799053688928	9.32595941807007	7.56644536102173	7.05507297565729	9.00214977871801	8.49994678764878	6.85242136795635	9.004271905042	5.81691329506429	8.03016196497104	10.1814764252259	5.01905814594945	11.4450472437095	10.8703043023102	9.12669952625994	1.15994151515207	7.96072314211851	8.53822583586925	9.21254905434657	10.1046383039653	9.3768122758104	9.70142302552584	9.10832252808866	9.29192763471726	7.40345608263479	10.6746649613097	9.34307212220335	8.10082212506334	3.54515831634604
"NUDT4"	10.1761734998743	5.46924604169647	9.91223517335489	1.99669129905299	8.86507625669849	5.0965410433833	6.01089732283469	9.30597478340995	1.941731182223	6.14454245742544	2.20958389826781	8.6298146245312	10.0879760806894	8.24804218561471	9.87497216144482	9.72822959698423	9.38138675719213	8.58831079118374	5.5585899694504	9.50265212153267	6.85242136795635	3.03244203717893	10.5188667726193	5.38913880768161	8.40897153648906	6.96597352053564	9.0682239428154	9.95908654251971	9.34307212220335	9.91223517335489	10.7920687969185	9.16302829782052	6.0082271037495	8.84375695836713	9.37490439128431	10.6516876258598	5.54075055108217	7.01544176695985	10.3590556657648	10.3765720688657	10.690158831963	10.3714265945691	7.56945153376778	7.47314141808804	9.25910723805349	11.8732761344163	5.36001073009786	8.51722565187109	7.99068665673336	7.5168223435985	6.89750019629573	10.2165656077766	11.3126937521196	1.20423981433985	8.85466940598089	8.72881031067249	-0.971413513489158	6.98282021731619	9.77263695876442	1.15994151515207	9.48621063166316	3.47343450609187	9.76374860694513	11.2257798987368	1.73252810966093	9.01511016192819	10.3142526010897	11.0975147166879	11.0635774835657	7.09900583152035	8.11958391556229	5.02866200125162	10.8882250658956
"SDF2"	4.69591505975883	5.20505056941169	5.68294517127153	2.29602692975365	5.17161622812228	5.21039871501224	3.85589235152591	6.43753332933648	4.54480622020062	-1.62223935932674	-0.697650948266929	4.88283827988644	5.76343361333462	2.55346480777411	7.92664050399873	6.93456325774732	4.27733374928695	8.61641215484902	4.29244468284704	3.90934608333109	2.4490640716705	5.99028895669734	-1.43825252324269	4.56506709033671	7.6439996206598	2.65440229404689	4.49665108133329	6.14216067724962	2.67855761021284	2.43246710593178	4.07327169456725	3.92966012730467	7.75677120562222	5.42769078699058	8.49546128592999	3.4573899014095	2.82639041401223	7.85254437112568	6.22946919619566	0.502027330738598	7.76225543108207	11.4144106094131	5.59186958619499	-3.24556412385025	4.21782626248305	7.8940941072059	8.07446836682943	5.38913880768161	3.42324899629397	7.79331140300481	0.639783408061701	7.26732628466666	4.8640878048859	5.19433298229034	3.83575969253667	9.27299907737595	4.88926822467293	7.74074068850155	5.64386905612671	1.15994151515207	2.99838727380165	8.6298146245312	2.86118416392128	3.24596065082244	7.13555978733327	7.37262628575605	5.62129067022807	7.76701784729091	0.594902574067808	2.90777587936839	2.52221609701611	6.01686829430876	3.8695728973136
"HIBCH"	-3.4808334738882	5.42769078699058	10.4133652647783	1.18958798174274	9.53503189380541	5.3109154764684	6.6230089238533	-3.42259531703811	9.75029005327375	11.3683348975935	2.52694982496434	7.89147977423662	6.4616330231814	2.85913624068797	1.1702899654477	3.39395693397246	-2.31186659167523	11.0283370905826	6.19203033254966	-0.800961235876264	8.57739850035659	-2.90281580811171	-1.43825252324269	6.37436844285019	4.50583773760549	-2.35875518966778	-1.04299755502836	2.36233611643058	9.91223517335489	5.78544626413939	-3.30457094802566	6.19833994168914	-3.61489321234394	4.7206924892723	-4.2187715689323	8.06695947356868	6.9461339745099	8.03964925183754	-3.01748760143909	4.25937953542459	11.2002225063655	-0.385890046679755	5.82495793956397	-3.24556412385025	-4.21987064202951	8.47723218788843	-1.21704623143761	0.604677830343627	7.26732628466666	3.73517915880852	3.82883411418573	-3.35382335563782	-3.31843454745505	3.8155523917263	1.17887976576319	-2.95858321117642	7.03538851486008	11.7758543314985	6.48299648295535	1.15994151515207	5.4937897574845	-2.65104702474832	-3.16312352104563	-2.15947731902156	0.0452652150256736	6.96841001031598	8.25874779421934	7.88886544126735	-3.80951085914711	2.4080047450282	-1.05220309763321	6.9526890326048	-4.00184010134851
"HSD17B12"	9.79473315124821	4.16500034279639	6.22946919619566	2.03141512238116	6.81369210398694	7.14266575553606	1.4095941563199	-3.42259531703811	-0.922233501238949	6.34414648012612	8.63877575045673	6.50784008411314	5.02168658454849	11.5085968091954	8.33486958880361	5.27396874523963	7.61649489200463	-3.11248928843602	7.04679562994142	8.76395340124732	8.49994678764878	8.1100153069679	8.78167542345407	3.49911564306036	1.83393447251254	3.84888285247758	7.14448357812614	4.63829454018646	5.12623638318587	6.24626620524904	4.61488093304234	3.18523215635761	8.57263518804153	2.9853427146872	3.73517915880852	7.88886544126735	9.84049913793721	5.71801806166497	5.76588588785564	5.82950107976564	6.7939781503966	11.1228193691891	5.98812487642997	5.76833816237666	9.46068958418847	9.31898956513053	4.59172210380836	5.51297941654392	3.690209722401	4.46922972504434	10.3765720688657	9.43646723604923	10.6145968779006	3.51672057403064	5.97887043776596	10.1263739272271	8.05133907889735	-0.922233501238949	4.36069513294303	1.15994151515207	3.96467732890909	-2.65104702474832	1.6579437568799	7.83817345313977	6.43319820236268	6.38173607128074	3.946008990074	3.77776937482549	1.1253180934135	7.39869064191684	9.78163861957039	8.08665084896338	6.13499566570458
"KCNS2"	0.402476635042249	-3.54535516187588	-3.51518875846807	-3.67641834395408	-3.57057338628167	7.29213740231671	-3.85945525500272	-3.42259531703811	-3.39845790130682	-1.62223935932674	-3.34871052906309	-3.24147533558598	-3.53309074462103	1.21894371772869	-0.480501473430183	3.60156145402469	7.3040541140134	-3.11248928843602	-3.01497946628932	8.32455885646208	-3.54752969742284	-2.90281580811171	-1.43825252324269	-3.19636292216603	-3.27993724222195	-2.35875518966778	-2.81540769912716	-3.61489321234394	-3.24459052634618	-3.26674612298414	-2.82325759678472	-3.43164398777361	-2.49976345960134	-3.36022225922591	-2.23639756740489	-3.42540075543808	2.50928419941319	-3.21365197713198	-3.01748760143909	-3.34871052906309	-3.44266781356818	11.4450472437095	-3.34557781926374	-3.24556412385025	7.11783751188289	-2.52545808744516	-1.21704623143761	-3.4239980362381	-3.56351393544055	-2.60982033779587	3.92966012730467	-4.18663425700757	3.39982928150773	-3.35382335563782	0.120804096268064	2.82639041401223	-0.971413513489158	-0.922233501238949	-3.82708190832407	1.15994151515207	-3.87063384630624	-2.65104702474832	-3.16312352104563	1.07069747840154	6.05164216721239	-3.15476197832059	-2.9327283075887	-3.35893618221255	2.77498750507943	-1.14807788397799	-3.27993724222195	-3.15824200406801	-4.11821276102533
"TNKS2"	3.88006789604754	6.48299648295535	9.84990459956783	-3.67641834395408	0.275722038050726	4.93363289130729	-0.24558420232321	3.06747537333473	-3.39845790130682	11.8514991532467	-3.34871052906309	6.80447818912233	4.53836586525658	7.20084030105641	6.79920077525481	5.18864838255864	5.2604273662189	6.9461339745099	-3.01497946628932	1.66132972922819	1.55832832719293	-2.90281580811171	8.04308609804223	3.25222826403781	9.17404692434758	2.65440229404689	4.54480622020062	-1.94375479709051	4.78425588190365	11.3461385558188	5.53511932407438	5.03088233898661	1.69143683605201	4.79867776814676	3.35618876106598	9.53950473227646	7.1223660813483	5.65403287360418	1.34574887791523	-3.34871052906309	7.83463688533566	6.9942099830414	6.16028176475904	8.23415630728758	5.3646788083443	5.81905728190166	3.73269592960418	4.17495087079639	7.43070597262061	5.67936793611481	5.36237074783281	3.88559854503307	5.72623717143994	5.32600203297027	2.45941557831383	5.53149844064693	6.91864196276834	11.8732761344163	7.44341541658811	9.20660109218171	9.05924075291761	-2.65104702474832	5.41634099373943	8.54664834107332	4.20076118371551	7.05507297565729	8.26400260818729	6.9942099830414	5.01905814594945	-1.14807788397799	2.06213418988257	10.6377594295353	3.93705564277683
"HINT1"	12.1653622399241	9.9495344143211	9.20483799907615	10.6145968779006	10.5329686492129	9.63456425093078	10.7920687969185	9.73275254358341	10.7839540398029	9.38138675719213	10.4525314332669	10.2682370734896	10.8546473927084	11.1362381003181	10.6669227314266	10.1072335444513	10.6981911897431	10.2796990740857	9.67878181128385	11.8732761344163	8.08665084896338	6.81369210398694	6.17623734155024	11.0635774835657	9.79099509372645	10.5546600440826	11.3408712985634	4.82822723157534	9.80338864556476	8.55356997890335	11.9816469888508	11.1228193691891	11.2002225063655	11.2257798987368	9.88489607975366	10.0292240649283	8.54412706163886	10.6233898486865	11.8732761344163	11.1493520338549	10.3142526010897	8.73285633173686	9.78163861957039	9.84990459956783	11.1228193691891	8.91803111294206	8.68186321130541	10.2741286921221	10.5776724675668	10.6377594295353	11.7758543314985	11.1493520338549	8.08665084896338	10.0938470259228	9.73770174267309	8.12951424924061	8.23415630728758	9.67453772062006	10.1208248075688	10.0683354128996	10.5260235091607	10.2022973489899	10.8797927852352	11.1493520338549	8.93722413983747	11.3126937521196	10.3196196996051	9.97295644389214	10.6516876258598	13.2805583494995	11.562082566111	9.42241277397863	10.9379399511323
"BAG1"	7.73616913216757	3.6038435633132	3.35892931036144	1.7442990027258	9.76374860694513	9.17651775600332	5.46496175912616	5.60512100520515	3.88006789604754	9.47261137580333	8.04706386709685	4.1406473571197	3.79249869849882	8.89785594091365	5.14852763319432	5.37344485600061	0.202153640150257	7.87982695050639	7.15547281751894	2.0580749074622	8.49546128592999	8.50426959224292	11.4758216249218	4.72662161533243	9.70142302552584	9.93462574412621	7.22377331005458	7.52953802272069	7.77808863761856	10.2248891790862	7.96072314211851	2.97920446256665	5.91239289669369	4.51672447223488	9.25060767029481	9.1156516891835	8.11958391556229	5.18864838255864	12.0628398720505	8.01951667911679	5.33785140230943	10.4525314332669	6.55055062626953	5.65195926783579	4.20329785414865	10.7362347153707	5.87476198548369	3.93705564277683	2.47477920226376	3.50242449355768	8.24804218561471	3.18523215635761	11.2738197976446	6.61862729623399	8.00949613904664	10.2500084900198	11.4912772448172	6.68916203535392	2.3284693554891	1.15994151515207	3.27059643123177	8.33486958880361	3.63128087464694	2.85601459143016	6.89750019629573	5.2604273662189	2.77996732029138	2.35093380133161	7.64130710619644	9.79473315124821	6.99624714832214	6.30922271738237	9.56416982472511
"ACOT2"	-3.56823878654288	4.03873121293431	3.07479817886143	-0.279546069466338	11.562082566111	8.0539345764412	-3.85945525500272	-3.42259531703811	-3.39845790130682	10.1814764252259	-3.34871052906309	6.41732114956073	5.79782731423147	-2.98124465795038	4.4461223442635	6.00555688466431	0.381286204653603	9.70656883345213	3.48848886167558	-3.9518299230974	6.527894622032	-2.90281580811171	6.84311999755083	0.360070669068472	6.08093236613605	-2.35875518966778	-2.90512612662251	-3.61489321234394	8.57263518804153	2.13901907582041	-0.520770978498823	3.27059643123177	5.74301485671351	6.39427096679616	-4.2187715689323	10.3590556657648	-0.79309514281182	7.19798731686322	-3.01748760143909	1.52537574880703	8.65138179945803	-3.13444306371457	0.297423177596327	-3.24556412385025	4.20329785414865	6.0442348145588	-1.21704623143761	-0.162376713113111	3.54515831634604	9.05924075291761	-2.90512612662251	2.24621870961294	7.88886544126735	7.4668735408937	-3.2436169288421	0.546240205419577	11.8988364222698	11.7091881364968	7.96072314211851	1.15994151515207	4.6936569365469	3.690209722401	3.51257446442058	-3.75113945878303	-3.26904571836264	3.45905835681152	4.96373258802697	7.7303452566467	-3.80951085914711	6.86764937560775	-3.58994759783771	4.28812641008843	-2.72565293022265
