"PC1" "PC2" "PC3"
"SYT11" -0.0431669023023516 0.0132882922938021 -0.0181011338962973
"FBXO2" -0.0277306995644108 0.00585268414132346 0.0318302302222381
"GPC3" 0.0397556344598299 -0.0357782472564808 0.0393679629595543
"SH3GLB1" 0.0262288630402304 0.0176347145636274 -0.00307469343216027
"RHEB" 0.0106234316571361 -0.000333388927619588 0.00794997242700954
"RAD21" 0.0180697945205489 -0.00590908178600783 -0.000112227966264311
"TMPO" 0.0388188501366881 -0.014928663607676 -0.00172446595078008
"PTP4A2" 0.00511555232053482 0.00852597737804023 -0.00344818784859575
"D0H4S114" -4.00213324416544e-05 -0.0404522007258944 -0.0337571997655463
"RBMS3" -0.0255242195754286 -0.0100283070132103 0.0182916920663169
"EIF5" 0.00361255120388115 -0.00342607739562333 -0.00579685087016859
"SORBS2" 0.0224203085225057 -0.0671575256832371 0.00180367495414434
"MARCH5" 0.0203538975158445 0.0140186519443979 -0.00669811624682792
"GBE1" 0.0289033312596408 -0.00362074848381777 0.00484595205848917
"TUBB2B" -0.021976072875665 -0.0445269096810243 -0.0185887954141297
"FERMT2" 0.0238321983667763 0.00866828462389197 -0.0163531076517967
"WNK1" 0.00544966944562589 -0.000698007066220281 -0.00118212793787855
"STXBP1" -0.0425089312059531 -0.00524635367752554 -0.0069884925560446
"TARS" 0.0230032975586245 0.0152849870523737 -0.0216269598246056
"ZCCHC12" -0.0459616985783378 -0.00674176434884189 0.041178059635855
"THBS1" 0.0202731578307501 0.0548824178099909 -0.0117368667741396
"DUSP12" 0.00380787936869193 -0.000726728534623584 0.00134843447445827
"PEBP1" -0.0142091637580554 0.00111429549000081 -0.0111868986848101
"UBE2B" 0.00337607319639198 -0.00953175866121651 0.000377466305037155
"EXTL2" -0.0135012165036897 -0.0276785793576496 -0.000440101711594937
"TPRGL" -0.0144344771731923 0.0020330605050678 0.0131828071965385
"1110003E01RIK" -0.00195305259273974 -0.0130398716119375 0.00720178999110311
"GYG" 0.0290796149263594 -0.00796236102258502 0.00882851145407225
"PKM" -0.00919262147495264 0.0077292517371298 0.00191499041234669
"HSP90B1" 0.0086665029094793 -0.00497269595425791 -0.00690199297382502
"SLC8A1" 0.00270417864245213 -0.065510930932066 0.0133309981257062
"CCK" -0.0242727648134681 -0.0119678014922239 -0.0724510615846598
"PRDX1" 0.00638623970601787 0.00862877600126608 0.0105459034795387
"DDX5" 0.00564179565069721 -0.000991640013791969 -0.00455886616334985
"KLC1" -0.0281605357952888 -0.018047798893813 -0.0114032682098187
"GPM6A" -0.0579712261257557 -0.0156592212657012 -0.0253381930955881
"DYNLT3" -0.00276535330218448 -0.0122773253385057 -0.015374809647572
"ARL3" -0.0149177089765281 -0.0115706430184355 0.0139350172196687
"NAPB" -0.0547208854514467 -0.00705022492061075 -0.0189732508530313
"SMC4" 0.0358633627288586 -0.0144298265180435 -0.0275299709073048
"SERPINB6A" 0.00923008307610436 0.0127974229478015 0.0109849353226467
"PPARGC1A" 0.0172729549908471 -0.017558699789482 -0.0369572453652916
"ASB4" 0.00347153522689742 -0.0189063120920017 0.0912690349730299
"CRYAB" 0.033238252003423 -0.0568791312337708 0.032845704630274
"IVNS1ABP" 0.0247441476087653 -0.00239998579967944 -0.0139860723628965
"PTGDS" -0.0091566996183904 -0.00711434510080562 0.0703291590704752
"CPLX1" -0.0581426309126158 -0.0104134857336716 -0.0239168682094064
"CDC42" -0.00388371680439561 -0.00904291692924576 -0.0181352498651225
"DDX1" -0.00249799295698036 0.0111976283911592 -0.0253323585342
"CXCL2" 0.000697358602863177 0.0356943695365874 0.0223284576797262
"HSPD1" 0.00585185777511859 -0.0103357564903135 -0.0062050443085823
"USP14" -0.00489298485064604 -0.00363561574218394 -0.0118552481290526
"DLST" 0.0224101195501476 -0.00392370361896064 -0.0374662688386075
"TRP53INP2" 0.00776945353510916 0.00619402645457548 -0.0295235828279565
"MCM4" 0.0272854210131823 -0.0178113937952572 0.00408811540060258
"CHCHD3" 0.0297970438529092 -0.0137877555548836 -0.0388456978235138
"HMGN1" 0.0179683665768688 -0.00566831594647213 0.000476784136036975
"PPP2CA" -0.000319024120273766 -0.0090322672512057 -0.0114146796582627
"SYPL" 0.041622735498658 -0.000935741578847122 0.00644207536291493
"ARPC5L" -0.00543378436961574 -0.016635050668245 -0.0153286860714901
"UBE2D3" 0.00954294331014172 -0.00164535716659873 -0.000801354973205202
"PIK3CA" -0.000170702310304167 0.0141734868312467 -0.0291641795082636
"CETN3" 0.0105352030929953 -0.0204458532290113 0.00888001227381885
"MAPK8" -0.0123141896952386 -0.0130508824128799 -0.0148329413528409
"GGNBP2" 0.000243540932065012 -0.00553874301993805 -0.00869292406014757
"VDAC2" 0.00885282437251353 -0.0158650156607336 -0.0202235571469673
"OCIAD1" 0.00253813378702196 -0.0117924537252575 -0.00546222223017389
"HADH" 0.0526885014615746 0.0148110763919832 -0.00728855967880746
"RPLP1" 0.00238682605780388 0.00986063925652888 0.00691005972224217
"PGM2L1" -0.051533089205001 0.000953629834249135 -0.014942078580543
"PSMB6" -0.00598969328946023 0.00438888213665798 -0.00677652595813973
"MAGED1" -0.00256652056749404 -0.00823684742472239 0.0177128295865499
"CHCHD6" -0.0129188083930139 0.00213108104210583 0.00849525319211111
"CD164" 0.0350309340855542 -0.00321351025961824 0.0259916871886839
